
6,DI Central - Sxe60 846out,06-06-2024 19 52 09,System.IO.IOException: The network path was not found. : '\\Ipwsxap01\e\NxT\rd\edi\ipi\out\846'   at System.IO.Enumeration.FileSystemEnumerator`1.CreateDirectoryHandle(String path Boolean ignoreNotFound)   at System.IO.Enumeration.FileSystemEnumerator`1.Init()   at System.IO.Enumeration.FileSystemEnumerator`1..ctor(String directory Boolean isNormalized EnumerationOptions options)   at System.IO.Enumeration.FileSystemEnumerable`1..ctor(String directory FindTransform transform EnumerationOptions options Boolean isNormalized)   at System.IO.Enumeration.FileSystemEnumerableFactory.UserFiles(String directory String expression EnumerationOptions options)   at System.IO.Directory.InternalEnumeratePaths(String path String searchPattern SearchTarget searchTarget EnumerationOptions options)   at System.IO.Directory.GetFiles(String path String searchPattern EnumerationOptions enumerationOptions)   at System.IO.Directory.GetFiles(String path String searchPattern)   at FTPHandlerService.FtpRequestProcessor.UploadFilesToFtp(String FtpHost String FtpUser String FtpPassword String folderPath String fileExtension String FtpDirectory Boolean DeleteFileAfterUpload Boolean keepBackUp String backUpLocation String filePrefix String fileSuffix Boolean timestampBackupFile String mergeToFile String renameFileInDestination Boolean timeStampDestinationFile) in E:\DotNetProject\FTPHandlerService\FtpRequestProcessor.cs:line 720
7,OOCL - OOCL Post Advice,06-06-2024 19 52 12,File Not found.
9,OOCL - Sxe60 850out OOCL,06-06-2024 19 52 16,Failed
10,3PL - ShippingOrdersOW_out,06-06-2024 19 52 17,System.IO.IOException: The network path was not found. : '\\Ipwsxap01\e\NxT\3pl\out'   at System.IO.Enumeration.FileSystemEnumerator`1.CreateDirectoryHandle(String path Boolean ignoreNotFound)   at System.IO.Enumeration.FileSystemEnumerator`1.Init()   at System.IO.Enumeration.FileSystemEnumerator`1..ctor(String directory Boolean isNormalized EnumerationOptions options)   at System.IO.Enumeration.FileSystemEnumerable`1..ctor(String directory FindTransform transform EnumerationOptions options Boolean isNormalized)   at System.IO.Enumeration.FileSystemEnumerableFactory.UserFiles(String directory String expression EnumerationOptions options)   at System.IO.Directory.InternalEnumeratePaths(String path String searchPattern SearchTarget searchTarget EnumerationOptions options)   at System.IO.Directory.GetFiles(String path String searchPattern EnumerationOptions enumerationOptions)   at System.IO.Directory.GetFiles(String path String searchPattern)   at FTPHandlerService.FtpRequestProcessor.UploadFilesToFtp(String FtpHost String FtpUser String FtpPassword String folderPath String fileExtension String FtpDirectory Boolean DeleteFileAfterUpload Boolean keepBackUp String backUpLocation String filePrefix String fileSuffix Boolean timestampBackupFile String mergeToFile String renameFileInDestination Boolean timeStampDestinationFile) in E:\DotNetProject\FTPHandlerService\FtpRequestProcessor.cs:line 720
12,Regal - ShippingOrdersREGA_out,06-06-2024 19 52 23,System.IO.IOException: The network path was not found. : '\\Ipwsxap01\e\NxT\3pl\out'   at System.IO.Enumeration.FileSystemEnumerator`1.CreateDirectoryHandle(String path Boolean ignoreNotFound)   at System.IO.Enumeration.FileSystemEnumerator`1.Init()   at System.IO.Enumeration.FileSystemEnumerator`1..ctor(String directory Boolean isNormalized EnumerationOptions options)   at System.IO.Enumeration.FileSystemEnumerable`1..ctor(String directory FindTransform transform EnumerationOptions options Boolean isNormalized)   at System.IO.Enumeration.FileSystemEnumerableFactory.UserFiles(String directory String expression EnumerationOptions options)   at System.IO.Directory.InternalEnumeratePaths(String path String searchPattern SearchTarget searchTarget EnumerationOptions options)   at System.IO.Directory.GetFiles(String path String searchPattern EnumerationOptions enumerationOptions)   at System.IO.Directory.GetFiles(String path String searchPattern)   at FTPHandlerService.FtpRequestProcessor.UploadFilesToFtp(String FtpHost String FtpUser String FtpPassword String folderPath String fileExtension String FtpDirectory Boolean DeleteFileAfterUpload Boolean keepBackUp String backUpLocation String filePrefix String fileSuffix Boolean timestampBackupFile String mergeToFile String renameFileInDestination Boolean timeStampDestinationFile) in E:\DotNetProject\FTPHandlerService\FtpRequestProcessor.cs:line 720
14,DI Central - Sxe60 810out,06-06-2024 19 52 35,Failed
2,DI Central Inbound 850dvsin,06-06-2024 19 55 49,FluentFTP.FtpException: Error while creating directories. See InnerException for more info. ---> System.IO.IOException: The network path was not found. : '\\Ipwsxap01\e\NxT\rd\edi\ipi\in\dvs'   at System.IO.FileSystem.CreateDirectory(String fullPath Byte[] securityDescriptor)   at System.IO.Directory.CreateDirectory(String path)   at FluentFTP.FtpClient.DownloadFileToFile(String localPath String remotePath FtpLocalExists existsMode FtpVerify verifyOptions Action`1 progress FtpProgress metaProgress)   --- End of inner exception stack trace ---   at FluentFTP.FtpClient.DownloadFileToFile(String localPath String remotePath FtpLocalExists existsMode FtpVerify verifyOptions Action`1 progress FtpProgress metaProgress)   at FluentFTP.FtpClient.DownloadFile(String localPath String remotePath FtpLocalExists existsMode FtpVerify verifyOptions Action`1 progress)   at FTPHandlerService.FtpRequestProcessor.DownloadFilesAndSaveToDirectory(String FtpHost String FtpUser String FtpPassword String FtpDirectory String FileExtension String DownloadTo Boolean DeleteFilesAfterDownload Boolean keepBackUp String backUpLocation String filePrefix String fileSuffix Boolean timestampBackupFile String mergeToFile String renameFileInDestination Boolean timeStampDestinationFile) in E:\DotNetProject\FTPHandlerService\FtpRequestProcessor.cs:line 271
3,DI Central - Sxe60 856out,06-06-2024 19 55 59,Failed
4,Di Central - Sxe60 857out,06-06-2024 19 56 01,Failed
5,DI Central - Sxe60 855out,06-06-2024 19 56 05,Failed
6,DI Central - Sxe60 846out,06-06-2024 19 56 10,System.IO.IOException: The network path was not found. : '\\Ipwsxap01\e\NxT\rd\edi\ipi\out\846'   at System.IO.Enumeration.FileSystemEnumerator`1.CreateDirectoryHandle(String path Boolean ignoreNotFound)   at System.IO.Enumeration.FileSystemEnumerator`1.Init()   at System.IO.Enumeration.FileSystemEnumerator`1..ctor(String directory Boolean isNormalized EnumerationOptions options)   at System.IO.Enumeration.FileSystemEnumerable`1..ctor(String directory FindTransform transform EnumerationOptions options Boolean isNormalized)   at System.IO.Enumeration.FileSystemEnumerableFactory.UserFiles(String directory String expression EnumerationOptions options)   at System.IO.Directory.InternalEnumeratePaths(String path String searchPattern SearchTarget searchTarget EnumerationOptions options)   at System.IO.Directory.GetFiles(String path String searchPattern EnumerationOptions enumerationOptions)   at System.IO.Directory.GetFiles(String path String searchPattern)   at FTPHandlerService.FtpRequestProcessor.UploadFilesToFtp(String FtpHost String FtpUser String FtpPassword String folderPath String fileExtension String FtpDirectory Boolean DeleteFileAfterUpload Boolean keepBackUp String backUpLocation String filePrefix String fileSuffix Boolean timestampBackupFile String mergeToFile String renameFileInDestination Boolean timeStampDestinationFile) in E:\DotNetProject\FTPHandlerService\FtpRequestProcessor.cs:line 720
7,OOCL - OOCL Post Advice,06-06-2024 19 56 12,File Not found.
9,OOCL - Sxe60 850out OOCL,06-06-2024 19 56 16,Failed
10,3PL - ShippingOrdersOW_out,06-06-2024 19 56 17,System.IO.IOException: The network path was not found. : '\\Ipwsxap01\e\NxT\3pl\out'   at System.IO.Enumeration.FileSystemEnumerator`1.CreateDirectoryHandle(String path Boolean ignoreNotFound)   at System.IO.Enumeration.FileSystemEnumerator`1.Init()   at System.IO.Enumeration.FileSystemEnumerator`1..ctor(String directory Boolean isNormalized EnumerationOptions options)   at System.IO.Enumeration.FileSystemEnumerable`1..ctor(String directory FindTransform transform EnumerationOptions options Boolean isNormalized)   at System.IO.Enumeration.FileSystemEnumerableFactory.UserFiles(String directory String expression EnumerationOptions options)   at System.IO.Directory.InternalEnumeratePaths(String path String searchPattern SearchTarget searchTarget EnumerationOptions options)   at System.IO.Directory.GetFiles(String path String searchPattern EnumerationOptions enumerationOptions)   at System.IO.Directory.GetFiles(String path String searchPattern)   at FTPHandlerService.FtpRequestProcessor.UploadFilesToFtp(String FtpHost String FtpUser String FtpPassword String folderPath String fileExtension String FtpDirectory Boolean DeleteFileAfterUpload Boolean keepBackUp String backUpLocation String filePrefix String fileSuffix Boolean timestampBackupFile String mergeToFile String renameFileInDestination Boolean timeStampDestinationFile) in E:\DotNetProject\FTPHandlerService\FtpRequestProcessor.cs:line 720
12,Regal - ShippingOrdersREGA_out,06-06-2024 19 56 25,System.IO.IOException: The network path was not found. : '\\Ipwsxap01\e\NxT\3pl\out'   at System.IO.Enumeration.FileSystemEnumerator`1.CreateDirectoryHandle(String path Boolean ignoreNotFound)   at System.IO.Enumeration.FileSystemEnumerator`1.Init()   at System.IO.Enumeration.FileSystemEnumerator`1..ctor(String directory Boolean isNormalized EnumerationOptions options)   at System.IO.Enumeration.FileSystemEnumerable`1..ctor(String directory FindTransform transform EnumerationOptions options Boolean isNormalized)   at System.IO.Enumeration.FileSystemEnumerableFactory.UserFiles(String directory String expression EnumerationOptions options)   at System.IO.Directory.InternalEnumeratePaths(String path String searchPattern SearchTarget searchTarget EnumerationOptions options)   at System.IO.Directory.GetFiles(String path String searchPattern EnumerationOptions enumerationOptions)   at System.IO.Directory.GetFiles(String path String searchPattern)   at FTPHandlerService.FtpRequestProcessor.UploadFilesToFtp(String FtpHost String FtpUser String FtpPassword String folderPath String fileExtension String FtpDirectory Boolean DeleteFileAfterUpload Boolean keepBackUp String backUpLocation String filePrefix String fileSuffix Boolean timestampBackupFile String mergeToFile String renameFileInDestination Boolean timeStampDestinationFile) in E:\DotNetProject\FTPHandlerService\FtpRequestProcessor.cs:line 720
14,DI Central - Sxe60 810out,06-06-2024 19 56 36,Failed
3,DI Central - Sxe60 856out,06-10-2024 16 13 06,Failed
4,Di Central - Sxe60 857out,06-10-2024 16 13 22,Failed
5,DI Central - Sxe60 855out,06-10-2024 16 13 26,Failed
6,DI Central - Sxe60 846out,06-10-2024 16 13 27,System.IO.IOException: The network path was not found. : '\\Ipwsxap01\e\NxT\rd\edi\ipi\out\846'   at System.IO.Enumeration.FileSystemEnumerator`1.CreateDirectoryHandle(String path Boolean ignoreNotFound)   at System.IO.Enumeration.FileSystemEnumerator`1.Init()   at System.IO.Enumeration.FileSystemEnumerator`1..ctor(String directory Boolean isNormalized EnumerationOptions options)   at System.IO.Enumeration.FileSystemEnumerable`1..ctor(String directory FindTransform transform EnumerationOptions options Boolean isNormalized)   at System.IO.Enumeration.FileSystemEnumerableFactory.UserFiles(String directory String expression EnumerationOptions options)   at System.IO.Directory.InternalEnumeratePaths(String path String searchPattern SearchTarget searchTarget EnumerationOptions options)   at System.IO.Directory.GetFiles(String path String searchPattern EnumerationOptions enumerationOptions)   at System.IO.Directory.GetFiles(String path String searchPattern)   at FTPHandlerService.FtpRequestProcessor.UploadFilesToFtp(String FtpHost String FtpUser String FtpPassword String folderPath String fileExtension String FtpDirectory Boolean DeleteFileAfterUpload Boolean keepBackUp String backUpLocation String filePrefix String fileSuffix Boolean timestampBackupFile String mergeToFile String renameFileInDestination Boolean timeStampDestinationFile) in E:\DotNetProject\FTPHandlerService\FtpRequestProcessor.cs:line 720
7,OOCL - OOCL Post Advice,06-10-2024 16 13 31,File Not found.
9,OOCL - Sxe60 850out OOCL,06-10-2024 16 13 47,Failed
10,3PL - ShippingOrdersOW_out,06-10-2024 16 13 48,System.IO.IOException: The network path was not found. : '\\Ipwsxap01\e\NxT\3pl\out'   at System.IO.Enumeration.FileSystemEnumerator`1.CreateDirectoryHandle(String path Boolean ignoreNotFound)   at System.IO.Enumeration.FileSystemEnumerator`1.Init()   at System.IO.Enumeration.FileSystemEnumerator`1..ctor(String directory Boolean isNormalized EnumerationOptions options)   at System.IO.Enumeration.FileSystemEnumerable`1..ctor(String directory FindTransform transform EnumerationOptions options Boolean isNormalized)   at System.IO.Enumeration.FileSystemEnumerableFactory.UserFiles(String directory String expression EnumerationOptions options)   at System.IO.Directory.InternalEnumeratePaths(String path String searchPattern SearchTarget searchTarget EnumerationOptions options)   at System.IO.Directory.GetFiles(String path String searchPattern EnumerationOptions enumerationOptions)   at System.IO.Directory.GetFiles(String path String searchPattern)   at FTPHandlerService.FtpRequestProcessor.UploadFilesToFtp(String FtpHost String FtpUser String FtpPassword String folderPath String fileExtension String FtpDirectory Boolean DeleteFileAfterUpload Boolean keepBackUp String backUpLocation String filePrefix String fileSuffix Boolean timestampBackupFile String mergeToFile String renameFileInDestination Boolean timeStampDestinationFile) in E:\DotNetProject\FTPHandlerService\FtpRequestProcessor.cs:line 720
12,Regal - ShippingOrdersREGA_out,06-10-2024 16 13 58,System.IO.IOException: The network path was not found. : '\\Ipwsxap01\e\NxT\3pl\out'   at System.IO.Enumeration.FileSystemEnumerator`1.CreateDirectoryHandle(String path Boolean ignoreNotFound)   at System.IO.Enumeration.FileSystemEnumerator`1.Init()   at System.IO.Enumeration.FileSystemEnumerator`1..ctor(String directory Boolean isNormalized EnumerationOptions options)   at System.IO.Enumeration.FileSystemEnumerable`1..ctor(String directory FindTransform transform EnumerationOptions options Boolean isNormalized)   at System.IO.Enumeration.FileSystemEnumerableFactory.UserFiles(String directory String expression EnumerationOptions options)   at System.IO.Directory.InternalEnumeratePaths(String path String searchPattern SearchTarget searchTarget EnumerationOptions options)   at System.IO.Directory.GetFiles(String path String searchPattern EnumerationOptions enumerationOptions)   at System.IO.Directory.GetFiles(String path String searchPattern)   at FTPHandlerService.FtpRequestProcessor.UploadFilesToFtp(String FtpHost String FtpUser String FtpPassword String folderPath String fileExtension String FtpDirectory Boolean DeleteFileAfterUpload Boolean keepBackUp String backUpLocation String filePrefix String fileSuffix Boolean timestampBackupFile String mergeToFile String renameFileInDestination Boolean timeStampDestinationFile) in E:\DotNetProject\FTPHandlerService\FtpRequestProcessor.cs:line 720
14,DI Central - Sxe60 810out,06-10-2024 16 14 11,Failed
2,DI Central Inbound 850dvsin,06-11-2024 13 37 29,System.IO.IOException: Unable to read data from the transport connection: A connection attempt failed because the connected party did not properly respond after a period of time or established connection failed because connected host has failed to respond.. ---> System.Net.Sockets.SocketException (10060): A connection attempt failed because the connected party did not properly respond after a period of time or established connection failed because connected host has failed to respond.   at System.Net.Sockets.NetworkStream.Read(Byte[] buffer Int32 offset Int32 count)   --- End of inner exception stack trace ---   at System.Net.Sockets.NetworkStream.Read(Byte[] buffer Int32 offset Int32 count)   at FluentFTP.FtpSocketStream.ReadLine(Encoding encoding)   at FluentFTP.FtpClient.GetReply()   at FluentFTP.FtpClient.Execute(String command)   at FluentFTP.FtpClient.DeleteFile(String path)   at FTPHandlerService.FtpRequestProcessor.DownloadFilesAndSaveToDirectory(String FtpHost String FtpUser String FtpPassword String FtpDirectory String FileExtension String DownloadTo Boolean DeleteFilesAfterDownload Boolean keepBackUp String backUpLocation String filePrefix String fileSuffix Boolean timestampBackupFile String mergeToFile String renameFileInDestination Boolean timeStampDestinationFile) in E:\DotNetProject\FTPHandlerService\FtpRequestProcessor.cs:line 318
7,OOCL - OOCL Post Advice,06-11-2024 13 37 58,File Not found.
